filename,Word Count,Brown_Freq_AW,BNC_Written_Freq_AW,BNC_Spoken_Freq_AW,BNC_Written_Range_AW,BNC_Spoken_Range_AW,Kuperman_AoA_AW,aoe_inverse_average_CW,aoe_inverse_linear_regression_slope_CW,aoe_index_above_threshold_40_CW,aoe_inflection_point_polynomial_CW,BNC_Spoken_Bigram_Normed_Freq,BNC_Spoken_Bigram_Normed_Freq_Log,BNC_Spoken_Bigram_Proportion_50k,BNC_Spoken_Trigram_Normed_Freq,BNC_Spoken_Trigram_Normed_Freq_Log,BNC_Spoken_Trigram_Proportion_50k,Brown_Freq_TP_AW,Kuperman_AoA_TP_AW,aoe_inverse_average_TP_CW,aoe_inverse_linear_regression_slope_TP_CW,aoe_index_above_threshold_40_TP_CW,aoe_inflection_point_polynomial_TP_CW,COCA_academic_lemma_range_AW,COCA_academic_lemma_frequency_AW,COCA_spoken_lemma_range_AW,COCA_spoken_lemma_frequency_AW,COCA_Academic_Bigram_Lemma_Frequency,COCA_Academic_Bigram_Lemma_Frequency_Log,COCA_lemma_academic_bi_MI,COCA_lemma_academic_bi_DP,COCA_lemma_academic_bi_prop_30k,COCA_lemma_academic_bi_prop_60k,COCA_lemma_academic_bi_prop_90k,COCA_spoken_Bigram_Lemma_Frequency,COCA_spoken_Bigram_Lemma_Frequency_Log,COCA_lemma_spoken_bi_MI,COCA_lemma_spoken_bi_DP,COCA_lemma_spoken_bi_prop_30k,COCA_lemma_spoken_bi_prop_60k,COCA_lemma_spoken_bi_prop_90k,COCA_lemma_Academic_Trigram_Frequency,COCA_lemma_Academic_Trigram_Frequency_Log,COCA_lemma_academic_tri_MI,COCA_lemma_academic_tri_DP,COCA_lemma_academic_tri_2_MI,COCA_lemma_academic_tri_2_DP,COCA_lemma_academic_tri_prop_30k,COCA_lemma_academic_tri_prop_60k,COCA_lemma_academic_tri_prop_90k,COCA_lemma_spoken_Trigram_Frequency,COCA_lemma_spoken_Trigram_Frequency_Log,COCA_lemma_spoken_tri_MI,COCA_lemma_spoken_tri_DP,COCA_lemma_spoken_tri_2_MI,COCA_lemma_spoken_tri_2_DP,COCA_lemma_spoken_tri_prop_30k,COCA_lemma_spoken_tri_prop_60k,COCA_lemma_spoken_tri_prop_90k,Component_BNC_Written_Bigram_Proportion,Component_COCA_magazine_bi_prop_10k,Component_COCA_fiction_bi_prop_60k,Component_COCA_news_bi_prop_90k,Component_COCA_academic_bi_prop_10k,Component_COCA_academic_bi_prop_100k,Component_COCA_spoken_tri_prop_20k,Component_BNC_Written_Trigram_Proportion,Component_COCA_fiction_Frequency_Log_AW,Component_COCA_academic_tri_prop_30k,Component_COCA_fiction_tri_prop_30k,Component_COCA_magazine_tri_prop_10k,Component_COCA_spoken_Range_Log_AW,Component_COCA_fiction_tri_prop_10k,Component_SUBTLEXus_Range_CW,Component_PLD_AW,Component_OLDF_AW,Component_Phono_N_AW,Component_BNC_Spoken_Range_AW,Component_SUBTLEXus_Range_AW_Log,Component_Ortho_N_AW,Component_WN_Mean_RT,Component_TL_Freq_CW_Log,Component_OG_N_AW,Component_aoe_index_above_threshold_40,Component_LD_Mean_RT,Component_All_AWL_Normed,Component_aoe_inverse_linear_regression_slope,Component_SUBTLEXus_Freq_CW,Component_COCA_spoken_Frequency_CW,Component_Brown_Freq_CW,Component_TL_Freq_CW,Component_COCA_magazine_Range_CW,Component_COCA_fiction_Frequency_CW,Component_BNC_Spoken_Freq_CW_Log,Component_Brown_Freq_CW_Log,Component_BNC_Written_Freq_CW_Log,Component_COCA_fiction_Frequency_Log_CW,Component_COCA_Academic_Frequency_CW,Component_COCA_magazine_tri_2_MI2,Component_COCA_news_tri_2_MI2,Component_COCA_fiction_tri_2_MI2,Component_COCA_spoken_tri_2_MI2,Component_COCA_magazine_tri_2_MI,Component_COCA_spoken_tri_2_MI,Component_COCA_fiction_tri_2_MI,Component_COCA_academic_tri_2_MI2,Component_COCA_Magazine_Bigram_Range,Component_COCA_Fiction_Bigram_Range,Component_BNC_Written_Bigram_Freq_Normed_Log,Component_COCA_Academic_Bigram_Range,Component_COCA_Academic_Bigram_Frequency_Log,Component_COCA_Magazine_Bigram_Frequency_Log,Component_BNC_Written_Bigram_Freq_Normed,Component_Freq_HAL_AW,Component_COCA_fiction_bi_MI2,Component_COCA_magazine_bi_MI2,Component_Brysbaert_Concreteness_Combined_FW,Component_MRC_Concreteness_FW,Component_MRC_Meaningfulness_FW,Component_COCA_Academic_Range_FW,Component_BNC_Written_Freq_FW,Component_MRC_Imageability_AW,Component_MRC_Imageability_CW,Component_Brysbaert_Concreteness_Combined_CW,Component_Brysbaert_Concreteness_Combined_AW,Component_MRC_Meaningfulness_AW,Component_Kuperman_AoA_CW,Component_COCA_fiction_bi_MI,Component_COCA_academic_bi_MI,Component_COCA_spoken_bi_MI,Component_COCA_magazine_Range_FW,Component_COCA_fiction_Frequency_Log_FW,Component_BNC_Spoken_Range_FW,Component_SUBTLEXus_Range_FW,Component_COCA_Academic_Frequency_Log_FW,Component_COCA_spoken_tri_2_DP,Component_COCA_fiction_tri_2_DP,Component_COCA_academic_tri_2_DP,Component_COCA_fiction_bi_DP,Component_COCA_academic_bi_DP,Component_COCA_Academic_Trigram_Range_Log,Component_COCA_academic_tri_MI2,Component_All_AFL_Normed,Component_Core_AFL_Normed,Component_COCA_magazine_Frequency_Log_CW,Component_hyper_verb_Sav_Pav,Component_hyper_verb_S1_P1,Component_KF_Freq_CW_Log,Component_Freq_N_AW
LOCNEC_11_P1.txt,642,2246.90909091,7.30331647638,10.0464942358,81.4805926101,84.978405387,4.63574132492,0.205358508129,0.892791032699,0.784946236559,2.58745440692,0.396434497774,0.110375326322,0.759750390016,0.0343643793004,0.014078775239,0.3640625,557.440677966,5.60467836257,0.247413027735,0.926149373961,1.05882352941,3.15994588968,0.694141685272,8912.63288971,0.903068592456,13595.8161917,215.869145043,1.57577892785,1.39406616071,0.0404762681073,0.6848,0.7504,0.7648,790.99282206,2.12530432585,1.22984250788,0.0543494425529,0.76,0.8,0.8256,12.831610341,0.759235534356,2.30262481305,0.0027038261345,2.29952876887,0.099625528369,0.241379310345,0.305172413793,0.343103448276,81.4975875648,1.25116203004,1.77030427507,0.00485909522864,1.81569133453,0.103475002281,0.427586206897,0.491379310345,0.522413793103,0.647425897036,0.485179407176,0.638065522621,0.655226209048,0.407176287051,0.620904836193,0.2328125,0.23125,3.17044339727,0.15,0.234375,0.1625,0.21563742532,0.18125,5976.48,1.39812606474,8.76032367973,21.6863057325,85.2134482796,3.74228452579,9.13057324841,599.413495146,3.53625285157,3.99522292994,1.12820512821,623.327459547,0.0202492211838,0.952759853713,108759.910769,1852.94099739,522.168604651,10109.3106796,0.397332392754,1951.31242118,0.415733584606,2.21819384932,0.24389184076,2.53705528588,952.446819455,8.31405347956,8.4988041055,8.23965182046,8.92448511217,2.54200592118,2.29862336857,2.17331864917,8.23469666703,0.111283825014,0.233829848389,0.0537363843104,0.118763743854,1.33863557212,1.53694847098,0.18720550154,3536418.11146,9.54613644165,9.46518652707,2.35673913043,292.416356877,339.977695167,0.853327099524,14.6692752716,321.676082863,349.354961832,2.51633440514,2.40563106796,364.199604743,5.21714765101,1.37682428245,1.55803253569,1.48576031992,0.851822573149,4.00119157236,98.0722609124,8193.74275362,3.73657596034,0.102117922264,0.0814359126849,0.0980148427978,0.0419019705428,0.0340023593614,0.00786137056264,8.14399988349,0.00623052959502,0.0,2.53107586447,1.37315621002,1.55862068966,2.68740656335,8.98998251748
CAOS-E C2_sop-s_P3.txt,148,1920.04285714,6.942525837,8.17120272163,77.7072101378,81.896152055,4.42078571429,0.205725843905,0.9094336585,0.214285714286,2.46689754457,0.22895886836,0.0711967929237,0.680272108844,0.0370150188,0.0153850339756,0.239726027397,1019.88235294,4.73235294118,0.2032022927,0.9021606375,0.3,2.46280030097,0.638251515437,8330.84349504,0.850726210633,11699.8052064,157.277352074,1.44238704822,1.05281085989,0.0293839288068,0.601398601399,0.629370629371,0.671328671329,463.420128378,1.84913705902,0.880509123024,0.0373280511413,0.678321678322,0.72027972028,0.776223776224,10.5179611965,0.692971922116,2.22247281205,0.00234765162678,2.23831891455,0.090013934636,0.140740740741,0.192592592593,0.244444444444,39.797144993,0.996740904393,1.67764484158,0.00302338563468,1.73652517809,0.102717766816,0.303703703704,0.362962962963,0.392592592593,0.571428571429,0.428571428571,0.591836734694,0.56462585034,0.312925170068,0.510204081633,0.164383561644,0.191780821918,3.06819643331,0.102739726027,0.184931506849,0.109589041096,0.200545566764,0.13698630137,5642.40540541,1.32126865672,8.66171641791,21.8156028369,81.5647761859,3.75888592593,9.43262411348,600.02028777,3.39552999175,4.30496453901,1.72916666667,622.364244604,0.0,1.08388190679,85045.7297297,1421.44460835,337.012987013,6077.10958904,0.339746045464,890.821710242,0.341216909362,2.01350993586,0.193419763338,2.3533903518,950.714221604,7.99604153148,8.36115902367,8.13562761324,8.58852778076,2.50773047572,2.25879255344,2.4169374985,8.4747891177,0.0911365579288,0.187704815304,0.0432257658281,0.110725196083,1.26111857026,1.41820828344,0.151599844345,3082464.41844,9.10688674562,8.84974666685,2.39540983607,288.131147541,347.213114754,0.818381570391,14.4633822633,344.846774194,385.142857143,2.80027777778,2.63323943662,371.669565217,4.92042253521,1.25841210221,1.18997395081,1.34530862751,0.833060407177,4.04080142946,96.3471747234,8337.31147541,3.69984451127,0.117827675416,0.088047806386,0.133791797869,0.0297476852816,0.0265016652255,0.00874894835011,8.41667261881,0.0540540540541,0.0,2.35305801509,1.90677992674,1.78787878788,2.48297839936,8.92595238095
CAOS-E C2_jd_P1.txt,299,2245.17624521,10.0476787135,10.3287123876,78.3811644238,83.0421638457,4.96479245283,0.275172301627,1.02907240077,1.37333333333,3.51642982733,0.314695531606,0.0944581716922,0.714765100671,0.0243894255354,0.0102539615989,0.333333333333,892.892473118,5.51536082474,0.288682209074,0.998550572796,1.5,3.72061616604,0.679946051245,11500.7810797,0.860421047007,13688.5765101,345.063499699,1.70266549586,1.0658320518,0.0643806134676,0.630597014925,0.682835820896,0.716417910448,797.869680581,2.10319145193,1.07630636682,0.0823240230865,0.701492537313,0.723880597015,0.772388059701,19.0875586313,0.881422481614,1.89950336994,0.00543969751081,1.97310456766,0.115843327234,0.243801652893,0.305785123967,0.330578512397,61.1834085419,1.1386229376,1.71163437493,0.0049566647803,1.68749792551,0.132567050423,0.409090909091,0.46694214876,0.495867768595,0.573825503356,0.46644295302,0.56711409396,0.573825503356,0.412751677852,0.570469798658,0.212121212121,0.222222222222,3.01638515169,0.164983164983,0.195286195286,0.171717171717,0.21342942242,0.158249158249,4954.5,1.44749034749,8.69895752896,19.2619926199,82.8090831988,3.65153037037,9.05535055351,601.641804511,3.3131910776,3.81549815498,1.04,618.550526316,0.0133779264214,0.927831537893,77352.9701493,1381.42577035,460.20661157,8829.27966102,0.316291693791,1483.41871381,0.337418275241,2.20875263192,0.198726579888,2.12768885557,792.798839066,8.25312009158,8.30959168014,8.42225554636,8.64221939286,2.23598200069,2.10293826782,2.18134491101,7.95233150588,0.13777753603,0.241934467515,0.0779442724177,0.178195135315,1.5378167958,1.60097614885,0.29525995424,4267293.1476,9.33716119601,9.39206542634,2.05455882353,243.320895522,304.246268657,0.922717214183,19.86544764,303.752212389,364.163043478,2.75479338843,2.36343065693,336.209302326,5.70324786325,1.2102001923,1.14835922384,1.30600677051,0.905465265169,4.04230661117,98.4717664439,8286.69852941,3.95541454271,0.129590482451,0.137768304992,0.13147431114,0.0616717532372,0.0519548653856,0.0120619600134,7.86461829361,0.0,0.0,2.17394439445,1.53495468141,1.76744186047,2.49337568687,8.85619834711
LOCNEC_41_P1.txt,1613,1955.35913706,6.69360044771,8.62518347427,75.8329286979,82.0540270538,4.63727272727,0.208249228479,0.903228168563,0.782426778243,2.66235511881,0.280066963522,0.0830560015831,0.724565756824,0.0206468287815,0.00861556854671,0.295468653011,420.26618705,5.49465949821,0.251394603156,0.952516960378,1.03888888889,3.30670893762,0.640367299987,8120.15046176,0.849278417818,11568.0205154,215.272814064,1.42977615865,1.26570656926,0.0493565748489,0.568726355612,0.631147540984,0.653846153846,582.038771118,1.88594105698,1.11078553759,0.0578262818265,0.692938209332,0.742749054224,0.766078184111,10.6255020382,0.672952913461,2.3222400702,0.0052273411978,2.42145180157,0.122116619955,0.160750167448,0.210984594776,0.2330877428,52.6096267595,1.06776334717,1.74631549817,0.00543182127518,1.8060275502,0.11992946416,0.326858673811,0.378432685867,0.407233757535,0.572580645161,0.389578163772,0.601736972705,0.566377171216,0.29776674938,0.510545905707,0.159528243327,0.159528243327,3.07941959267,0.0657976412166,0.15704531347,0.08069522036,0.208008690096,0.106145251397,5302.62925599,1.38816326531,8.68751020408,20.3371574251,82.9561199708,3.69228699403,9.25876354366,599.034795322,3.32659078004,4.52326322498,1.18355640535,619.638148148,0.00619962802232,0.962693928237,81107.6242119,1592.65075313,468.262233375,7471.14550265,0.33383561594,1616.37355419,0.380221954479,2.16475938893,0.186862833535,2.39934057693,712.451451756,7.93555006587,7.97326720707,7.94571171276,8.27282601092,2.52562735752,2.19040130258,2.24503871608,7.78163441988,0.0894959394159,0.185767763234,0.0466101657609,0.100813118386,1.20172591726,1.36920838741,0.177860495958,3157767.23773,9.02191462678,8.89290836593,2.34070028011,286.25974026,348.772005772,0.838724229916,13.7211825068,337.489208633,384.780969479,2.77088195387,2.59198966408,371.121789561,5.22494219653,1.24463642698,1.31264567281,1.36019819396,0.835725564334,3.93570955786,97.5121748845,8232.5070028,3.64970224021,0.116270820574,0.104118075893,0.114621130648,0.0454372998473,0.0381846956749,0.00582692455721,7.95161983724,0.0123992560446,0.00495970241785,2.33004990051,1.63135976445,1.75609756098,2.46597424933,8.99372739917
CAOS-E C2_ykm_P3.txt,139,1775.03759398,9.98186646838,9.26575470259,76.1917697871,74.4106596158,4.56453846154,0.303346491105,1.02634525566,1.5,3.57005102858,0.331306521325,0.078414507809,0.557971014493,0.0200051185926,0.00840458192363,0.197080291971,1135.96610169,4.90793103448,0.340556818091,1.08975582986,1.86363636364,4.13105612568,0.640676528785,11350.0806009,0.774214184787,12805.296806,415.554016283,1.5856374449,1.21952287778,0.0459336478892,0.559440559441,0.594405594406,0.615384615385,608.109521592,1.83917210367,1.03440217247,0.0564934543514,0.594405594406,0.629370629371,0.664335664336,16.1357645113,0.697761886014,2.03087262589,0.00851874335195,1.8286874021,0.121312379608,0.187050359712,0.223021582734,0.237410071942,52.7704160508,1.09470154185,1.92168483483,0.00786877599168,1.70644220477,0.133247750023,0.294964028777,0.31654676259,0.345323741007,0.507246376812,0.36231884058,0.478260869565,0.521739130435,0.289855072464,0.471014492754,0.138686131387,0.167883211679,2.90660222775,0.116788321168,0.131386861314,0.0729927007299,0.174111299569,0.0875912408759,4224.0,1.41025641026,8.58128205128,20.5238095238,73.7178785847,3.62285371901,8.20634920635,600.94024,3.12047764806,3.96825396825,2.40909090909,619.20528,0.00719424460432,1.16938043275,52269.5,750.194613378,213.739130435,3606.29230769,0.23863734373,537.938773749,0.219415759414,1.67650045261,0.116448893554,2.02590732019,495.779192888,7.38927800471,7.9045794325,7.88437146183,8.2761740783,2.0321162181,2.16158804929,2.10490691917,7.34018426076,0.106248406006,0.175068133084,0.0684652489979,0.129872852135,1.32937266101,1.43045303344,0.403953364486,4063819.36508,8.97995098799,9.11298618524,2.134,265.836363636,340.709090909,0.878603428043,21.9176401344,342.048076923,406.918367347,3.16661290323,2.698125,365.682926829,5.01464285714,1.25143749547,1.38998693576,1.57127532294,0.888045688662,4.10754982896,97.8682287055,8308.03636364,3.90662294316,0.151063375907,0.140957673073,0.137154346445,0.0416685000374,0.0434633097197,0.00929169453353,7.79363652581,0.201438848921,0.0863309352518,2.16363704536,2.24251750255,2.12,2.19954880655,8.86990291262
LOCNEC_22_P1.txt,1200,2010.13527397,6.94212808649,9.02670410497,76.78383707,79.672386871,4.7409730669,0.26660728267,0.953299161851,1.2435530086,3.38341457176,0.317092720384,0.0900893785338,0.708090075063,0.0285671279443,0.0117275249547,0.299666110184,471.116883117,5.78008810573,0.291739725912,1.00460313334,1.51351351351,3.79297107641,0.668417364747,8421.05044283,0.861271363789,12167.4659435,233.111931629,1.45135983733,1.31218499784,0.0463726955508,0.585123966942,0.657024793388,0.690909090909,681.338561791,1.95639598461,1.18167344422,0.0571920657637,0.714876033058,0.772727272727,0.79173553719,18.3310397623,0.789721718066,2.2994733059,0.00429818564941,2.28109842512,0.127403568814,0.187662901825,0.240660295395,0.264118158123,74.6582118131,1.14554688666,1.8507004278,0.00666853469655,1.92700017339,0.127026899411,0.357080799305,0.422241529105,0.448305821025,0.594662218515,0.404503753128,0.57964970809,0.582151793161,0.31859883236,0.531276063386,0.169449081803,0.181135225376,3.05150831686,0.0901502504174,0.161936560935,0.093489148581,0.207614825967,0.121035058431,5386.05657238,1.44681238616,8.59061020036,19.7178175618,81.0085334329,3.67784165915,8.80136402387,599.566290878,3.38670425592,4.09718670077,1.48066298343,626.002564544,0.0125,0.992916289337,88534.6838602,1736.32244927,501.006677796,8105.45272727,0.363759901437,1614.65920825,0.36800734645,2.21116419073,0.201286603863,2.37351385707,857.108656684,7.98804898716,8.07175846744,7.94499806357,8.46938430468,2.37268447904,2.19620221286,2.09070011513,7.7813576661,0.0938679841866,0.193694130107,0.0494538163213,0.114512945713,1.26089879301,1.3940931788,0.179921969178,3220904.26428,9.07778878317,8.94558091989,2.31492125984,276.971659919,341.505070994,0.867541274963,14.6263586827,319.757478632,355.884615385,2.53444649446,2.42954939341,370.53539823,5.35925996205,1.25567326745,1.30399035069,1.369823451,0.864783043469,3.96973703405,97.9581053279,8218.40748031,3.71540260261,0.109088937876,0.0898283094008,0.103627237731,0.0351781005314,0.0285386564606,0.0105537995984,7.89452516906,0.03,0.01,2.3878103935,1.54587982255,1.82962962963,2.53471047472,8.91823814134
LOCNEC_53_P1.txt,2198,1721.7383829,6.63612700519,7.99237089902,76.4045934637,79.9657854214,4.78046354418,0.24194703613,0.940578521161,1.13445378151,3.18091474097,0.291847901898,0.0882077241311,0.719617660446,0.031059227528,0.0122089118526,0.308743169399,332.861702128,5.72,0.288621679349,0.982919566993,1.42348754448,3.78293600013,0.656096034457,8678.20059878,0.833758685652,12117.0864468,267.714936396,1.52971654161,1.41876823047,0.0534881083704,0.595346715328,0.655565693431,0.695255474453,742.292960983,1.93291505139,1.27205119434,0.0599484430024,0.719890510949,0.770072992701,0.796076642336,13.403805589,0.765259283405,2.38495263605,0.004580619526,2.3649066386,0.130941341575,0.205420827389,0.250594388968,0.28245363766,72.9293693269,1.14445479875,1.96886829799,0.00577089123395,1.9947379044,0.131734932239,0.348549690918,0.410841654779,0.437470280552,0.614474283113,0.433318161129,0.627218934911,0.616750113792,0.345015930815,0.559854346837,0.17349726776,0.196265938069,3.06096985023,0.101092896175,0.173952641166,0.113843351548,0.20603554319,0.129781420765,5305.10838273,1.4098540146,8.68228223844,21.7462138596,80.8687179131,3.68856858639,9.60440569068,599.45036985,3.39956603391,4.53281321707,1.324933687,617.816985019,0.00545950864422,0.976300124115,89069.5055038,1725.95318608,558.518041237,9664.8344186,0.356960976876,1856.9899533,0.389120232374,2.18489446917,0.226244111311,2.45723559361,903.468182962,7.99200997401,8.06992949346,8.14251967703,8.44038497448,2.51831892696,2.31336842279,2.35868723213,7.53515137251,0.10236107019,0.195039933607,0.0546700902805,0.126121893454,1.29777786659,1.42604372193,0.189530810167,2928530.48371,9.33082306258,9.29846112156,2.22806521739,262.092017738,329.786031042,0.873118130349,13.9453497258,323.40080506,365.678271309,2.58811285846,2.46440298507,361.081032413,5.26882352941,1.55553467107,1.49605180669,1.59331293295,0.858691688311,3.91210390549,97.8207844652,8224.03695652,3.69537471803,0.104531351182,0.1005519535,0.10094502379,0.0383497301828,0.0316282244718,0.00565771352408,7.70015824899,0.0145586897179,0.00545950864422,2.42160164467,1.38779424424,1.43083900227,2.5380189509,8.88933434191
LOCNEC_2_P1.txt,224,2149.81775701,11.6838322856,10.5494515451,71.1343109179,73.0011608338,4.80322274882,0.265675431824,0.962672487851,0.905405405405,3.33581658872,0.397364562131,0.10666769398,0.614349775785,0.0475367506122,0.017450840388,0.220720720721,905.2,5.03223529412,0.263792191556,0.948978470067,0.977777777778,3.42658887471,0.602530606576,13412.3345814,0.783354978219,13865.1521731,483.798072924,1.51151896274,1.31809698699,0.071444210539,0.547169811321,0.603773584906,0.650943396226,660.283363327,1.80924986597,1.25003579341,0.0901187838859,0.688679245283,0.72641509434,0.764150943396,14.14537094,0.749247360922,2.04728891293,0.00742175890902,2.19674661704,0.159372362909,0.151041666667,0.197916666667,0.213541666667,93.9153246968,0.989696724473,1.89136109348,0.00909884603144,2.05433059419,0.175314257268,0.28125,0.333333333333,0.348958333333,0.529147982063,0.372197309417,0.556053811659,0.57399103139,0.282511210762,0.515695067265,0.153153153153,0.126126126126,2.95431385911,0.0765765765766,0.121621621622,0.0855855855856,0.192346410981,0.0720720720721,3974.99130435,1.42208737864,8.65873786408,18.2139534884,73.7020115576,3.59486540284,9.16744186047,598.240566038,3.05525659254,4.03255813953,1.55952380952,613.271603774,0.00446428571429,0.992408066036,52747.7913043,1192.89694552,354.964285714,4462.12727273,0.248804981754,800.403296405,0.289877080878,1.74226753115,0.138806461332,2.05136338066,594.079750008,7.80848480877,8.05750685733,7.50300548172,8.10023020408,2.5022889319,2.21594448258,2.11888745376,7.27528359679,0.112827083396,0.181223040006,0.0808096893032,0.142732326563,1.35588541827,1.41035033983,0.451207131364,4739563.38605,9.04668806157,9.1161222312,2.040625,260.170212766,298.723404255,0.899888894124,26.1671863607,345.619565217,429.696629213,3.02636363636,2.73357142857,358.083333333,5.48201923077,1.38692637715,1.45330404168,1.4838500117,0.898634973746,4.15824783038,97.4030915803,8242.64583333,4.03090996483,0.194967998916,0.179517114667,0.148688118072,0.0797885613886,0.0716042821439,0.00660271835086,7.56410060174,0.0,0.0,2.09925144743,1.30716181573,1.25806451613,2.26131995795,8.70696078431
LOCNEC_30_P1.txt,338,1990.20738636,7.35669566471,9.14030743788,79.6840060278,83.1968128985,4.66852601156,0.262216410167,0.989997325922,1.56862745098,3.39136743821,0.238899832328,0.0736168606899,0.777448071217,0.0167677039455,0.00708928406984,0.327380952381,756.627118644,5.26391666667,0.290953548309,1.04528603022,1.76470588235,3.73523301368,0.714364713342,9981.82190152,0.902950863255,14155.7906544,306.546459358,1.56900807464,1.16467551911,0.0526027868173,0.675595238095,0.729166666667,0.770833333333,799.490544921,2.00227974604,1.14952628861,0.0601349945173,0.791666666667,0.854166666667,0.863095238095,9.78085289833,0.67567790938,1.80288726431,0.00194268154942,1.90267074176,0.125610061193,0.232786885246,0.298360655738,0.35737704918,53.1547208844,1.13670358993,1.72957554385,0.00394000805037,1.75086422973,0.119147066727,0.429508196721,0.491803278689,0.527868852459,0.590504451039,0.406528189911,0.572700296736,0.593471810089,0.305637982196,0.537091988131,0.175595238095,0.160714285714,2.89651559253,0.0982142857143,0.136904761905,0.0833333333333,0.202023110351,0.0892857142857,5683.79754601,1.43428093645,8.68665551839,18.7530120482,83.6412178945,3.73196357616,8.41265060241,598.847212121,3.36673248011,3.84939759036,1.98076923077,626.540121212,0.0147928994083,1.04747389318,86359.9386503,1354.68575162,520.342391304,6989.48466258,0.347534795845,1180.60117811,0.415183853784,2.27378447501,0.195973198882,2.15333600573,777.428624646,7.79727849358,7.80671084622,7.79243295525,8.37420552897,2.31245454686,2.35256106406,2.27197094642,7.73075187264,0.0986366946411,0.178124815141,0.0546584255112,0.128352662422,1.30719997891,1.39747774846,0.222547359824,3165300.77711,9.07121451568,9.05614033796,2.21978417266,271.079710145,322.367647059,0.905256686011,15.4902051847,322.285714286,371.46875,2.66012658228,2.42551515152,358.526530612,5.28731034483,1.41503905515,1.26928369412,1.44142163344,0.880091370342,3.965838739,98.1074367504,8250.95683453,3.80401334848,0.105736786046,0.113333780069,0.139237869679,0.0402923277462,0.0369608539913,0.00926135426872,7.76534021622,0.0118343195266,0.0118343195266,2.3702798442,1.57673419362,1.70149253731,2.51489179793,8.85103333333
CAOS-E C2_eMc_P1.txt,93,1850.74626866,7.37136527019,7.8997687656,63.3439945655,72.2854710814,5.03,0.290356316,0.99940292212,1.96,3.92542220872,0.324254833614,0.100666229191,0.478260869565,0.0278168071875,0.0116801351998,0.175824175824,1164.81081081,5.41125,0.310345395,1.04204228495,2.35,4.12244619965,0.519282054974,8550.52472064,0.679439983852,10680.0816252,395.631629051,1.49636230135,0.832813966486,0.104176553945,0.33734939759,0.385542168675,0.397590361446,991.125503209,1.72504019196,1.31914388117,0.123897914333,0.421686746988,0.469879518072,0.506024096386,26.2254182746,0.779768606054,2.59718389891,0.00591941494238,1.69683854036,0.167227647746,0.0921052631579,0.118421052632,0.144736842105,169.821345494,1.47294428636,2.5724005098,0.0115072429943,2.15714365685,0.198862774934,0.157894736842,0.171052631579,0.171052631579,0.358695652174,0.239130434783,0.413043478261,0.423913043478,0.195652173913,0.380434782609,0.120879120879,0.0879120879121,2.70080500025,0.0659340659341,0.10989010989,0.0989010989011,0.182322342571,0.0879120879121,3769.65853659,1.38175675676,8.63513513514,19.2857142857,72.9113872564,3.52913924051,9.66233766234,595.749054054,2.95350237619,4.97402597403,1.80769230769,624.721351351,0.0215053763441,1.06328958673,70883.195122,1413.37927762,515.612903226,9993.63636364,0.178780660643,1265.16137824,0.33460431069,1.88109836064,0.155023650209,1.73302688872,861.164639063,8.63646899588,9.32998629978,8.9608162762,9.29329860742,2.42061954581,2.28822580529,2.17756106626,8.07930016478,0.126642605612,0.22949251268,0.0980715992076,0.179863821431,1.36189030734,1.37132907513,0.333195705,3687319.72727,8.5801536018,8.8740348452,2.07157894737,251.789473684,333.5,0.904322900911,16.2765143368,326.048387097,414.083333333,3.06176470588,2.49487804878,366.916666667,5.89,0.776010545404,0.996354309842,1.40959625149,0.911020596342,3.99966509731,99.1014113179,8341.78947368,3.7745743775,0.12299439214,0.119158174484,0.129717667485,0.0613781196378,0.0706980718912,0.0162582406351,8.08971397249,0.0,0.0,1.67273632113,1.74118131868,1.78571428571,2.24918834454,9.17028169014
