filename,C1_bigram_and_trigram_frequency,C2_word_acquisition_properties,C3_content_word_frequency,C4_trigram_mutual_information,C5_bigram_frequency_and_range,C6_function_word_properties,C7_content_word_properties,C8_bigram_mutual_information,C9_function_word_frequency_and_range,C10_bigram_and_trigram_association_strength,C11_academic_language,C12_hypernymy
GE0132P2.txt,-6.82807735921,6.88325918757,6.83141667706,5.42782768711,-4.12715410746,2.62330899746,-2.55600055977,0.753406579896,2.26783786725,-2.26063563114,-1.06079273498,-3.30805000174
GE011812.txt,-7.12677454364,2.52177789688,5.42318854772,1.07640338075,2.37474511631,-0.661840657284,-1.60326750137,-0.231146843681,1.96137327246,0.512923911629,-0.49087607689,-3.64749575147
GR0139P3.txt,10.7105732764,4.53653830638,-6.61817020736,-1.02770133153,-2.00512169804,1.05794774317,1.82606622344,0.856118896329,-1.59734496714,1.01577863251,-1.04669115691,1.69737320179
GE0114P1.txt,-0.262052531422,0.0344816340745,5.64697379782,-1.14670397812,3.40463815688,-1.63763948731,-2.17907954054,2.16448537468,-1.12016147747,-1.60443770304,-1.61437038263,-2.86106386133
SP0111P1.txt,18.1570664824,6.44329550405,9.58678998467,-10.3562497441,7.43997743699,-4.3488755985,-4.29300966368,-9.20115517212,5.4749309386,-1.27572162919,0.815254239359,-1.03943633644
BG0147P1.txt,-5.01143862884,-5.96643926981,-0.43947248442,2.84006516641,-4.50343700749,-1.83082577356,-0.013283268078,-0.360062750998,-4.10395765631,-1.47480889381,0.364270073801,-0.807389612629
FR0134P2.txt,9.54175047698,6.36549985023,7.26149923922,1.73190455032,2.00871264698,-0.0810295422562,-3.04294151382,0.956621198737,3.58912651861,0.673559627213,-0.292831875698,-1.97874759793
JP0116P1.txt,2.55003403725,-1.24466299836,-5.41801294502,9.54162089914,2.88365375655,0.309665207874,1.42109286841,5.05354962886,-0.227190177134,9.80039732905,3.36668629669,-1.65040640713
BG0102P1.txt,3.73055645958,-14.0364688998,2.76589182549,0.339249398145,1.69125139717,-4.37399539854,-4.88571319613,-0.918925433296,0.0468710925789,2.11436086887,1.35961070701,0.450938172968
DU0114P1.txt,2.19198619491,2.73319343928,-2.94344990777,-2.59157216725,-5.14481246808,-1.88827445416,-4.02837850582,-3.07786662014,-0.956335793154,-2.97619145956,-0.53713587929,-1.3020826586
JP0130P2.txt,-10.2397807395,5.61055029768,2.94805799759,6.86289283792,-8.16353390492,8.72217955427,5.03072271149,-0.420438813491,-7.71546561914,3.11871250251,-0.602725796061,-3.49375784241
BG0124P2.txt,-4.38941955338,-0.461493107375,-1.43220549646,3.07773255525,0.875077193943,-2.23506096877,-3.3055132597,2.92999590362,0.529787059267,-0.785039548099,-1.14097732552,-1.11711473438
DU0132P2.txt,-7.65994491944,-8.70213058247,-4.76339558529,-4.510687416,-0.498447582746,-5.90762404157,-1.71913995991,-4.26346835977,2.10470200072,0.00944555936464,0.433562106899,1.48914482862
DU011812.txt,-6.39122984132,4.95039688797,1.23661479894,4.65628397971,-4.04007180937,-1.09169736646,-1.49891129993,0.445342317669,1.1043472985,0.135852577487,-0.653705990949,-2.48568724592
FR0112P1.txt,-8.16548307011,0.632345150407,1.36821328571,0.941114828883,-5.85204518814,-4.03500844298,-4.31707703594,-1.61395679989,1.62830906816,5.22313989477,2.44207771934,-1.16364067533
SW0116P3.txt,4.59634235319,5.21521367891,-4.1786814545,-6.93247440427,-1.49927721244,-1.10101870085,2.84977688004,-4.0297730956,2.31518310295,3.7006933148,-2.42829171047,2.92275510954
